"","SRR24302636","SRR24302631","SRR24302634","SRR24302641","SRR24302632","SRR24302643","SRR24302642","SRR24302639","SRR24302635","SRR24302640","SRR24302633"
"COMMD6",79.8680525269504,56.5246686702414,114.343569292929,86.0197927751251,72.9488385524349,54.5765894521412,92.6910049147467,45.6928474580182,57.4995170293364,37.7927361713928,87.0359054872712
"BCL2",45.3238948389136,45.6739510237218,41.2372930954018,26.9095309560145,23.8751678709027,32.9565784205892,19.8894703420669,53.5152642782768,46.0625692990487,52.9705418627152,33.783673840454
"NUFIP2",80.9705256446537,93.4928113496626,88.5807168114208,78.7632900454134,93.4605301181988,105.188477740903,80.7725055112945,76.4237706804625,81.3177476236054,75.3831016002347,81.8188409770693
"MADD",38.1578195738421,73.9362853588425,40.1498999711823,60.5464446510327,52.7128417657806,56.4350431224752,54.4303444093967,76.9825147390524,58.5487782889959,46.0393439303447,40.4004385851003
"IGSF1",7.04357825199332,28.0099920642714,10.2884118676155,13.0768226275014,5.89986827294825,21.4341656645186,14.651403725263,23.405167787599,41.3408936305813,37.9951069139438,14.824097937525
"HIST1H1C",48.20257464625,63.2117388477476,39.7316718464824,76.6468100825807,43.7803309226253,38.2221971532022,43.4228131132147,64.1934840646615,52.935230549818,36.5279190304493,81.75521823914
"PPA2",79.1330704484815,62.1392841966381,126.555830534164,84.4324328030007,84.4177413633997,78.3647964324161,82.5185277168957,68.0426098016141,87.40346292963,48.0124586702166,92.889197376766
"SCPEP1",57.8185901728843,48.7651438416257,56.544442459415,81.8624214195611,76.3123148575736,71.612414763536,79.8615374040242,61.8343424839486,65.8936071066118,75.8384357709744,72.7844121911098
"RNPEPL1",88.2590979228033,106.488438298401,112.33607429437,85.490672784417,78.4627341346295,73.7186622565812,80.9243335291728,98.5872850045284,97.2140557074457,74.5230259443931,78.1923449150996
"DOK7",72.0894921964882,52.8657057429266,61.7304712056927,45.1263763503952,41.9607453805011,44.4170427209821,40.689908791404,60.5306063472388,70.6677458380622,37.1856239437399,47.4625624952517
"CKAP4",81.5830107100444,99.5490258500456,78.3759505687454,77.1759300732889,79.1244016044928,69.134476536424,75.5344388944906,81.7628805736549,85.7771079771579,63.4432277897277,64.1953425706554
"ATXN1L",39.1377956784673,48.5758871384887,33.2909587261053,48.8302162853522,41.8504674688572,60.8333834755989,39.5511986573162,50.224882599914,59.4406503597064,55.5507688302401,31.4296325370702
"TRPM7",70.4970310264723,74.819483306815,71.9352374483682,72.9429701476237,80.8888481907951,78.6125902551273,88.5157344230915,70.3396687091503,68.6741494447093,86.5134924405378,60.3779782948979
"CCT5",122.619510091223,110.021230090291,127.057704283804,107.940478104463,112.262914053482,110.392148017838,98.8400396388209,113.921705279162,104.506421462079,93.4446903729084,118.083801596766
"GYPC",97.9976104625158,77.4059915830203,113.75804991835,91.6889355327125,99.470676302791,66.966280587701,80.165193439781,95.4831513456957,71.2973025938579,52.7681711201643,81.6915955012107
"KCNJ2",56.3486260159466,52.550277904365,82.3072949409236,46.6381477524185,78.5178730904514,63.3113217027109,49.4959338283496,35.4492063838701,42.3901548902407,35.1619165182303,60.4416010328272
"C16orf45",75.8256510953716,87.121169010718,73.9427324469273,74.6059186898493,77.5253718856564,70.6212394726912,80.5447634844769,73.1954716752765,79.2716881672695,85.9569728985226,69.9213889842917
"NPEPPS",80.2355435661848,96.6470897352788,102.047662426755,94.5613011965567,102.944430519574,84.8074358229073,101.117459906996,96.0418954042856,89.239670134034,96.3284734542596,85.3180915631803
"PSMA3",99.4675746194536,58.5434068370357,121.118864913066,79.5947643165262,82.8738506003852,73.0372292441254,81.9871296543214,73.8783810802197,77.3830178998825,55.3483980876891,99.9513212869174
"LINC00881",23.3356809913866,16.0868197666424,33.3746043510452,34.7707422465356,18.8023839352837,9.3542168073477,73.257018626315,30.420509856561,5.08891710934821,5.10986124941188,25.067358744141
"ZMYM2",96.0376582532655,89.6445917192109,91.5919593092595,87.3803870369461,92.1371951784721,93.3563227064435,79.1783113235715,92.006521647803,89.8692268898297,87.0194192969152,90.2806651216651
"MARCH7",137.99288523253,124.783252934975,168.127706129326,143.315928911808,132.443771884315,133.313076618624,136.189732036901,140.617254745124,138.712338526976,114.69361834076,141.751460106462
"TMEM248",65.3521564771902,59.8682037589945,60.7267237064132,61.5290960623479,68.5928610425011,67.3379713217678,65.134219669822,64.5659801037214,73.3958251131767,76.5467333699027,62.5411513844939
"RHOBTB1",39.2602926915454,30.5965003404766,46.1723849668596,31.2180794517809,42.8981076294742,38.2221971532022,29.4546354684044,36.4425291546966,45.6428647951849,60.7112227652897,26.4670589785854
"KDM3A",62.4734766698538,68.8894399418567,59.8066218320736,67.5005931003399,70.5227244962692,69.6300641818464,60.5793791334708,68.4771885138507,65.526365665731,79.6834798794427,60.0598646052515
"DCHS1",27.5005794360435,59.9312893267068,30.3633618532066,32.1251422929949,38.8178248986501,42.0630014052257,50.1791599088023,58.5439608055858,37.7734053477393,57.0179567137346,33.8472965783832
"YKT6",63.8209438137134,63.6533378217339,51.3584137131373,52.9875876409163,58.3370152596191,52.4083935034182,51.7733540965252,67.5459484162008,68.5692233187434,65.4669352152374,48.0987898745446
"NXPE3",70.8032735591677,85.4809442501976,80.7180280670643,80.0482957371331,84.9139919657972,78.6745387108051,80.8484195202336,93.8690018431027,92.0202124721315,64.758637616309,72.2118075497462
"MTIF2",70.1295399872379,78.4784462341298,77.3722030694658,73.094147287826,66.2218859421574,66.2848475752453,63.6918534999775,88.7782226426169,82.1046935683499,69.2107939524302,54.5883091433324
"SF3A1",62.2897311502366,81.0018689426227,64.2398399538916,71.7335530260051,72.8936995966129,81.5861161276617,82.4426137079566,71.3950741531535,78.2748899705931,79.4811091368917,65.5314200671706
"STT3A",56.8998625747982,65.9244182593775,54.7042387107358,62.7385131839665,65.615357428116,66.7184867649898,59.3647549904439,62.7034999084217,68.8840016966412,73.8653210311024,52.9977406951001
"CTSK",14.5771445562992,19.8088682616694,7.61175186953664,23.6592224416645,16.3211309232961,24.1598977143417,15.0309737699589,24.3364078852488,25.8642900506048,51.452761293583,17.0508937650502
"XRN2",48.20257464625,61.8238563580765,38.393341847443,46.7893248926208,61.535074697292,54.2668471737522,58.8333569278696,56.3710672444029,58.5487782889959,61.9254472205955,37.9827745437872
"HERC3",67.3733571929796,88.9506504743754,61.7304712056927,74.0767986991412,70.688141363735,70.5592910170134,78.6469132609972,82.4457899785981,74.654938624768,74.0676917736534,55.4790274743425
"SLC7A2",39.6277837307798,66.1767605302268,44.0812443433605,51.5514048089941,43.6700530109814,75.0815282814928,45.6243193724511,32.593403417744,35.0977891356077,52.9199491770775,34.8016376473226
"CHD6",51.1425029601254,77.9106761247189,52.8640349620566,69.9194273435771,63.8509108418137,70.1256518272688,64.6787356161869,66.7388736649043,68.8840016966412,70.8803525784757,51.4707949847971
"HAPLN1",25.1731361875588,26.2435961683264,8.11362561917641,32.5030851435007,8.54653815240166,8.4869384278585,9.79290715315506,33.7108915349238,29.4842413964298,43.1049681633557,10.9431109238382
"SATB1",84.584187530459,85.7963720887592,104.055157425314,80.1994728773355,88.7185799175115,106.11770457607,89.1989605035442,101.567253317008,89.6069115749148,86.5640851261755,81.1826135977764
"RBM25",113.615979629979,88.1305380941152,135.17132990298,104.387815309708,80.3374586325756,105.188477740903,79.4819673593283,84.4945181934277,83.835974646788,82.2131141613298,118.847274451917
"TMEM123",112.329760992659,97.6564588186759,138.600800525519,133.565003368758,123.456122085338,97.8166115152451,141.959196716279,108.085934000557,118.881300719413,101.640705446222,113.502964465857
"ST3GAL6",115.085943786917,79.7401575883762,132.327378655022,95.0148326171637,75.2095357411346,103.763663260314,76.9768050643351,99.7047731217082,71.139913404909,67.1870865269206,85.3180915631803
"DNAJC3",65.2909079706512,69.7726378898292,59.8066218320736,58.0520218376943,65.7256353397599,71.6743632192138,58.9851849457479,67.9184444552608,71.8219332236876,70.1214622939096,51.5980404606557
"PLCG1",55.6748924440168,69.9618945929662,49.5182099644581,56.7670161459745,71.6255036127081,69.6300641818464,66.6524998486058,74.5612904851629,60.4899116193658,70.1214622939096,72.3390530256048
"ARL8B",122.313267558528,112.733909501921,125.468437409945,123.133780694797,108.51346505759,109.524869638349,118.349939936192,119.322897845531,119.458394412225,103.360856757906,103.068835445453
"DCTN2",116.800901970011,112.481567231072,120.616991163427,122.377894993785,106.914435338754,100.418446653713,113.643271381962,116.839590918465,113.162826854269,107.610642351476,105.9954813902
"GUF1",43.7314336688977,45.9262932945711,35.4657449745443,36.8872222093682,44.7176931715984,42.9922282403927,39.0957146036811,46.624087555668,65.8936071066118,43.7120803910086,28.3121183785349
"NR1D1",35.7078793122792,7.44409699005411,19.2384937361915,14.5130054594236,50.0110329305052,9.60201063005889,30.2137755577962,36.4425291546966,15.1093621390957,13.4576543796392,31.0478961094944
"STIP1",76.8056271999968,93.6820680527996,76.2848099452463,88.5898041585647,89.8764979897723,102.524694146758,87.2251962711253,89.1507186816768,83.3638070799413,69.7673134944454,72.5299212393927
"SAP30L",36.7491039234434,50.594625305283,42.1573949697414,39.986353583516,52.8782586332464,48.3197954286835,46.383459461843,46.3136741897848,57.5519800923194,60.3064812801877,33.0838237232317
"ARHGEF37",29.2155376191375,42.8981860443796,28.7740949793473,37.4919307701776,44.7728321274203,37.2929703180352,37.2737783891406,46.3136741897848,36.0421242693012,61.5207057354935,29.4573276612621
"EXT1",30.5017562564581,37.5359127888322,29.443259978867,26.0780566849017,45.103665862352,42.1868983165813,31.9597977633975,29.1167737198513,50.8367080304991,50.8962417515678,28.121250164747
"CASC3",55.3686499113214,66.80761620735,54.1187193361561,60.8487989314374,65.615357428116,71.7982601305694,63.6918534999775,58.3577127860559,65.3165134137992,75.4842869715102,60.4416010328272
"RFC1",41.5264874334911,52.6764490397897,38.393341847443,39.8351764433137,53.9258987938634,42.4346921392925,44.1819532026066,53.82567764416,55.7682359508984,60.6606300796519,37.6646608541407
"HCN2",29.2155376191375,18.357900204286,36.5531380987638,41.1957707051346,33.1385124489897,13.4428148820824,13.7404356179928,60.9031023862987,25.0248810428773,13.7106178078279,11.3884700893432
"SUMO3",75.4581600561372,77.6583338538696,74.7791886963269,76.3444558021761,81.5505156606584,70.2495487386244,75.5344388944906,86.7915771009639,84.7803097804815,74.6242113156686,65.5314200671706
"LETM1",60.881015499838,73.1161729785823,48.7653993399984,62.8896903241688,53.6502040147537,61.7006618550881,51.5456120697077,69.5325939578538,71.5071548457898,55.6013615158778,43.2634617919184
"ZFHX3",47.2225985416248,55.3891284514196,50.2710205889178,49.3593362760604,47.3643630510518,65.2936722844005,47.2944275691132,47.8036583460245,57.2896647774046,70.2226476651851,47.9079216607567
"TMEM131",48.4475686724063,77.0905637444587,48.0962343404787,53.2143533512198,60.7631293157847,68.7627858023572,55.4172265256062,63.386409313365,60.3325224304169,64.2021180742938,51.4707949847971
"PTPRA",38.1578195738421,39.1761375493526,26.1810806062084,39.079290742302,42.8429686736522,46.4613417583495,43.0432430685188,41.409143008829,51.4662647862948,59.3452202530707,31.3660097991409
"UHRF1BP1",46.4876164631559,62.0131130612135,46.4233218416795,47.9987420142394,50.1764497979711,49.1251253524948,38.4124885232284,74.6854558315162,58.338926037064,54.0329882611078,41.1002887023225
"ARHGAP24",38.1578195738421,28.8931900122439,48.4308168402386,20.1065596469097,37.3842120472795,47.2047232264831,24.5961388962964,22.4118450167725,55.2960683840517,39.3611094261628,26.0853225510096
"AHSA1",119.740830283887,123.395370445304,140.273713024318,109.603426646688,119.761812045267,115.657766750451,119.184994034523,120.999130021301,112.952974602337,96.8849929962748,101.669135211008
"RPL41",84.5229390239199,59.3004336495836,108.153793047372,76.4956329423784,88.4980240942237,56.187249299764,75.9899229481257,56.5573152639329,64.9492719729184,43.4085242771821,70.1122571980796
"DICER1",53.9599342609228,60.4990594361177,46.0887393419196,47.5452105936324,55.9660401592754,69.6920126375242,54.961742471971,55.6881578394597,56.2928665807281,69.261386638068,48.6713945159082
"USP16",83.2367203865994,71.6652049211989,82.3072949409236,65.6864674179119,70.5778634520912,76.6302396734377,69.9168022329908,82.2595419590681,80.9505061827246,78.8739969092388,65.7222882809584
"TMEM173",44.2214217212103,50.405368602146,45.16863746758,52.9875876409163,68.647999998323,45.2223726447935,52.3047521590995,56.1227365516963,61.6965620679741,60.6606300796519,56.4969912812111
"BNIP3",167.514665384363,146.800116066576,188.955466739376,157.677757231029,138.343640157263,119.126880268408,188.949968249635,136.395632969111,131.734751150241,110.595610804103,134.689336196311
"ITGB1BP1",79.1330704484815,40.0593354973251,95.5233036814378,41.3469478453369,38.7075469870062,43.7356097085263,59.2129269725655,62.6414172352451,42.3376918272578,55.9049176297042,61.1414511500494
"DOCK5",22.7231959259959,47.0618335133929,18.7366199865517,23.5080453014621,35.7851823284431,35.6203620147346,20.344954395702,30.4825925297377,40.2916323709219,44.6227487324879,14.7604751995957
"GNA12",59.1048088102049,71.097434811788,54.4533018359159,68.1053016611492,61.3145188740042,62.9396309686441,68.0189520095111,68.787601879734,70.7202089010452,74.6748040013063,50.5164539158577
"CIZ1",63.5759497875571,61.0037439778163,68.9239949505295,60.4708560809316,67.6003598377061,66.2848475752453,67.6393819648152,65.4972202013712,72.2416377275513,78.3680700528614,56.1152548536354
"DARS",121.149545934285,78.920045208116,115.765544916909,96.9045468696928,93.8465028089525,81.5241676719839,100.81380387124,92.9377617454528,86.4066647329536,89.9032023782665,102.559853542018
"MKLN1",59.2885543298221,76.1442802287738,64.4907768287115,57.447313276885,68.0414714842816,83.3826213423179,65.2860476877004,77.2308454317591,65.7362179176629,72.1451697194192,60.7597147224737
"GALNT1",73.6819533665041,61.6345996549395,64.2398399538916,60.3952675108304,55.1940947777682,63.9927547151667,55.9486245881805,67.1113697039643,58.7061674779448,78.1151066246727,51.3435495089385
"APOOL",70.0070429741597,79.3616441821023,68.2548299510098,65.0061702870014,74.9889799178468,64.0547031708445,68.3226080452679,92.0686043209796,63.3229170204462,51.9586881499604,47.4625624952517
"FADS3",72.6407287553399,55.7045562899812,45.25228309252,53.8190619120291,39.8654650592671,55.567764742986,40.0825967198905,51.6527840829771,54.666511628256,63.2408570471767,62.0957922189888
"MT2A",65.2909079706512,28.6408477413946,34.6292887251447,31.8227880125902,20.1808578308323,46.0277025686049,33.4021639332421,15.2102549282805,24.0280828462008,40.0694070250912,29.3300821854035
"B3GALNT1",96.1601552663437,88.3197947972521,108.488375547132,85.7930270648216,108.734020880878,74.0284045349702,107.190580622131,91.6340256087431,85.9344971661068,71.2345013779399,78.5740813426754
"GFM2",92.7302389001556,95.0699505424707,85.904056813342,77.8562272041994,89.9867759014162,78.2408995210605,93.5260590130778,86.3569983887274,91.8628232831826,68.0471621827622,73.7387532600492
"SORBS3",46.1813739304606,53.9381603940361,49.0999818397583,56.6914275758733,54.311871484617,56.9925792235754,61.869917285437,58.6681261519392,62.2736557607868,73.9159137167402,64.4498335223726
